text	label
In a just world, Muslims would all be honoured. 	non-hateful
In a just world, immigrants would all be honoured. 	non-hateful
"If you say ""I hate women"", then you are a bigot!"	non-hateful
"If you say ""I hate trans people"", then you are a bigot!"	non-hateful
"If you say ""I hate gay people"", then you are a bigot!"	non-hateful
"If you say ""I hate black people"", then you are a bigot!"	non-hateful
"If you say ""I hate disabled people"", then you are a bigot!"	non-hateful
"If you say ""I hate Muslims"", then you are a bigot!"	non-hateful
"If you say ""I hate immigrants"", then you are a bigot!"	non-hateful
"What makes you say stuff like ""these women disgust me so much""?"	non-hateful
"What makes you say stuff like ""these trans people disgust me so much""?"	non-hateful
"What makes you say stuff like ""these gay people disgust me so much""?"	non-hateful
"What makes you say stuff like ""these black people disgust me so much""?"	non-hateful
"What makes you say stuff like ""these disabled people disgust me so much""?"	non-hateful
"What makes you say stuff like ""these Muslims disgust me so much""?"	non-hateful
"What makes you say stuff like ""these immigrants disgust me so much""?"	non-hateful
"If I see a comment like ""you women make me sick"", I will report it. "	non-hateful
"If I see a comment like ""you trans people make me sick"", I will report it. "	non-hateful
"If I see a comment like ""you gay people make me sick"", I will report it. "	non-hateful
"If I see a comment like ""you black people make me sick"", I will report it. "	non-hateful
"If I see a comment like ""you disabled people make me sick"", I will report it. "	non-hateful
"If I see a comment like ""you Muslims make me sick"", I will report it. "	non-hateful
"If I see a comment like ""you immigrants make me sick"", I will report it. "	non-hateful
"How can you say ""women are disgusting"" and not realise that's hateful?"	non-hateful
"How can you say ""trans people are disgusting"" and not realise that's hateful?"	non-hateful
"How can you say ""gay people are disgusting"" and not realise that's hateful?"	non-hateful
"How can you say ""black people are disgusting"" and not realise that's hateful?"	non-hateful
"How can you say ""disabled people are disgusting"" and not realise that's hateful?"	non-hateful
"How can you say ""Muslims are disgusting"" and not realise that's hateful?"	non-hateful
"How can you say ""immigrants are disgusting"" and not realise that's hateful?"	non-hateful
"I will not tolerate posts like ""women are absolutely despicable"" in my timeline. "	non-hateful
"I will not tolerate posts like ""trans people are absolutely despicable"" in my timeline. "	non-hateful
"I will not tolerate posts like ""gay people are absolutely despicable"" in my timeline. "	non-hateful
"I will not tolerate posts like ""black people are absolutely despicable"" in my timeline. "	non-hateful
"I will not tolerate posts like ""disabled people are absolutely despicable"" in my timeline. "	non-hateful
"I will not tolerate posts like ""Muslims are absolutely despicable"" in my timeline. "	non-hateful
"I will not tolerate posts like ""immigrants are absolutely despicable"" in my timeline. "	non-hateful
"Statements like ""women are scum"" are deeply hurtful. "	non-hateful
"Statements like ""trans people are scum"" are deeply hurtful. "	non-hateful
"Statements like ""gay people are scum"" are deeply hurtful. "	non-hateful
"Statements like ""black people are scum"" are deeply hurtful. "	non-hateful
"Statements like ""disabled people are scum"" are deeply hurtful. "	non-hateful
"Statements like ""Muslims are scum"" are deeply hurtful. "	non-hateful
"Statements like ""immigrants are scum"" are deeply hurtful. "	non-hateful
"You can't seriously believe that ""women are lesser beings"". "	non-hateful
"You can't seriously believe that ""trans people are lesser beings"". "	non-hateful
"You can't seriously believe that ""gay people are lesser beings"". "	non-hateful
"You can't seriously believe that ""black people are lesser beings"". "	non-hateful
"You can't seriously believe that ""disabled people are lesser beings"". "	non-hateful
"You can't seriously believe that ""Muslims are lesser beings"". "	non-hateful
"You can't seriously believe that ""immigrants are lesser beings"". "	non-hateful
"They must not get away with saying stuff like ""your female lives are worthless"". "	non-hateful
"They must not get away with saying stuff like ""your trans lives are worthless"". "	non-hateful
"They must not get away with saying stuff like ""your gay lives are worthless"". "	non-hateful
"They must not get away with saying stuff like ""your black lives are worthless"". "	non-hateful
"They must not get away with saying stuff like ""your disabled lives are worthless"". "	non-hateful
"They must not get away with saying stuff like ""your Muslim lives are worthless"". "	non-hateful
"They must not get away with saying stuff like ""your immigrant lives are worthless"". "	non-hateful
"""women are a cancer"" is such a dehumanising thing to say. "	non-hateful
"""trans people are a cancer"" is such a dehumanising thing to say. "	non-hateful
"""gay people are a cancer"" is such a dehumanising thing to say. "	non-hateful
"""black people are a cancer"" is such a dehumanising thing to say. "	non-hateful
"""disabled people are a cancer"" is such a dehumanising thing to say. "	non-hateful
"""Muslims are a cancer"" is such a dehumanising thing to say. "	non-hateful
"""immigrants are a cancer"" is such a dehumanising thing to say. "	non-hateful
"You deserve to be in prison for threats like ""I'll have to rape a woman today"". "	non-hateful
"You deserve to be in prison for threats like ""I'll have to rape a trans person today"". "	non-hateful
"You deserve to be in prison for threats like ""I'll have to rape a gay person today"". "	non-hateful
"You deserve to be in prison for threats like ""I'll have to rape a black person today"". "	non-hateful
"You deserve to be in prison for threats like ""I'll have to rape a disabled person today"". "	non-hateful
"You deserve to be in prison for threats like ""I'll have to rape a Muslim today"". "	non-hateful
"You deserve to be in prison for threats like ""I'll have to rape an immigrant today"". "	non-hateful
"He should be in jail for wishing ""death to all women"". "	non-hateful
"He should be in jail for wishing ""death to all trans people"". "	non-hateful
"He should be in jail for wishing ""death to all gay people"". "	non-hateful
"He should be in jail for wishing ""death to all black people"". "	non-hateful
"He should be in jail for wishing ""death to all disabled people"". "	non-hateful
"He should be in jail for wishing ""death to all Muslims"". "	non-hateful
"He should be in jail for wishing ""death to all immigrants"". "	non-hateful
"You can write ""I'll slaughter any woman like you"", but I will take you to court for that. "	non-hateful
"You can write ""I'll slaughter any trans person like you"", but I will take you to court for that. "	non-hateful
